cellindex,x,y,CMD,DD_0,DD18,eFFP,EXT,MAR,MSP,PAS,PET,RH,TD
203956,-75.95833334,45.53616467,124,1212,136,270,358,134,420,297,629.4838257,64,314
203957,-75.91666667,45.53616467,135,1158,158,272,361,137,413,277,642.9380493,64,314
203958,-75.87500001,45.53616467,143,1121,178,273,364,127,408,266,650.4072876,64,314
203979,-75.00000001,45.53616467,154,1034,201,273,367,129,417,243,679.9567871,63,312
203981,-74.91666667,45.53616467,146,1037,195,273,366,129,423,247,677.0509644,63,311
203983,-74.83333334,45.53616467,154,1026,203,273,367,129,419,242,680.2229614,63,311
203985,-74.75000001,45.53616467,153,1022,204,273,368,129,420,241,681.5523071,63,311
204023,-73.16666667,45.53616467,127,941,216,273,370,126,462,240,707.9050293,62,305
204040,-72.45833334,45.53616467,87,998,183,271,366,122,504,275,690.9581299,62,305
204044,-72.29166667,45.53616467,68,1044,152,269,360,122,526,299,680.6262817,61,303
204048,-72.125,45.53616467,68,1062,144,268,360,124,522,300,677.9564819,61,303
204051,-72,45.53616467,78,1058,150,269,362,119,506,288,682.4557495,61,305
204057,-71.75,45.53616467,62,1129,115,266,356,126,522,313,671.0841675,60,302
204063,-71.5,45.53616467,66,1157,109,265,356,123,510,314,669.3552856,59,302
204065,-71.41666667,45.53616467,53,1209,89,263,351,121,526,340,659.0601807,59,300
204066,-71.375,45.53616467,58,1200,94,263,352,122,516,332,662.1113892,59,301
204068,-71.29166667,45.53616467,49,1240,81,262,349,121,526,353,651.7503052,59,300
204069,-71.25,45.53616467,50,1246,80,262,349,123,523,355,651.7503052,59,300
204071,-71.16666667,45.53616467,39,1286,70,260,346,120,533,376,643.024353,58,300
204072,-71.125,45.53616467,37,1301,66,260,345,125,535,384,639.9623413,58,299
204074,-71.04166667,45.53616467,28,1338,59,259,343,121,544,406,631.6652832,58,299
204075,-71,45.53616467,33,1332,62,259,344,118,537,399,634.5084229,58,300
204076,-70.95833334,45.53616467,36,1328,64,259,345,124,532,395,634.2850952,58,300
204077,-70.91666667,45.53616467,40,1326,66,259,346,121,528,392,637.5736694,58,301
204081,-70.75,45.53616467,47,1331,55,257,345,121,521,392,654.1421509,55,300
204082,-70.70833334,45.53616467,27,1348,52,256,344,124,556,415,652.03302,55,300
204086,-70.54166667,45.53616467,78,1294,68,260,347,118,479,362,645.8027344,58,299
204087,-70.5,45.53616467,52,1316,66,259,346,122,509,381,640.7067261,58,300
204088,-70.45833334,45.53616467,48,1316,66,259,346,125,518,383,640.9299316,58,300
204089,-70.41666667,45.53616467,56,1326,62,258,345,117,502,378,638.7362671,58,299
204092,-70.29166667,45.53616467,95,1261,78,260,352,120,472,331,663.6360474,57,299
204094,-70.20833334,45.53616467,15,1323,65,259,346,124,569,405,636.0013428,58,299
204096,-70.125,45.53616467,3,1390,55,258,342,117,616,468,616.8950195,59,301
204097,-70.08333334,45.53616467,22,1330,65,261,343,120,536,405,622.8209229,60,300
204098,-70.04166667,45.53616467,38,1333,64,261,344,119,516,389,625.96698,59,299
204100,-69.95833334,45.53616467,46,1328,65,261,345,118,508,369,632.3928223,59,298
204101,-69.91666667,45.53616467,51,1287,71,261,347,128,508,350,642.7975464,58,297
204102,-69.875,45.53616467,78,1260,76,261,349,121,478,318,653.4829102,58,297
204104,-69.79166667,45.53616467,101,1202,87,262,354,119,466,304,673.4144287,57,296
204109,-69.58333334,45.53616467,96,1229,80,261,354,118,477,329,672.1530762,57,296
204111,-69.5,45.53616467,78,1290,69,260,351,125,492,365,656.0432739,57,297
204112,-69.45833334,45.53616467,51,1367,58,259,347,120,514,403,634.7575073,57,298
204113,-69.41666667,45.53616467,40,1422,47,257,342,131,541,489,618.4969482,58,297
204114,-69.375,45.53616467,53,1350,59,259,347,121,530,499,637.6339111,58,298
204116,-69.29166667,45.53616467,24,1453,38,255,338,127,559,576,611.3892822,57,294
204117,-69.25,45.53616467,12,1501,37,255,337,137,577,593,607.3085327,57,297
204119,-69.16666667,45.53616467,40,1367,58,258,347,122,544,502,640.8569336,57,299
204120,-69.125,45.53616467,44,1343,63,259,348,118,535,485,645.7943726,57,299
204121,-69.08333334,45.53616467,43,1360,61,259,348,122,531,492,643.1110229,57,299
204122,-69.04166667,45.53616467,76,1207,91,262,356,118,506,395,675.2443848,57,298
204123,-69,45.53616467,97,1157,101,263,359,123,485,347,687.3964233,57,297
204124,-68.95833334,45.53616467,103,1113,111,264,360,122,481,331,696.3449707,57,296
204125,-68.91666667,45.53616467,104,1096,114,264,361,122,482,329,696.5789185,57,296
204126,-68.875,45.53616467,107,1075,119,264,361,122,480,322,703.5620728,57,296
204127,-68.83333334,45.53616467,103,1090,116,264,360,123,481,325,697.1272583,57,296
204129,-68.75,45.53616467,107,1063,124,265,361,121,480,314,705.0432129,57,296
204130,-68.70833334,45.53616467,112,1044,128,265,362,119,477,310,708.6534424,57,295
204131,-68.66666667,45.53616467,112,1041,131,265,362,123,477,308,707.699707,57,296
204133,-68.58333334,45.53616467,115,1031,135,265,363,122,475,311,709.3917236,58,296
204134,-68.54166667,45.53616467,122,1002,141,265,365,121,472,306,719.7485352,57,295
204136,-68.45833334,45.53616467,123,995,141,265,365,123,472,311,720.9519043,57,294
204138,-68.375,45.53616467,124,968,147,266,365,119,472,310,722.6495361,57,293
204139,-68.33333334,45.53616467,120,978,143,265,364,123,475,321,720.2253418,58,293
204140,-68.29166667,45.53616467,119,978,142,265,365,120,477,323,722.4075317,57,293
204141,-68.25,45.53616467,121,972,144,265,365,121,475,324,723.3751831,57,293
204145,-68.08333334,45.53616467,109,971,139,265,364,123,486,332,716.6102295,58,292
204146,-68.04166667,45.53616467,104,982,133,265,363,123,492,342,711.5512695,58,292
204148,-67.95833334,45.53616467,107,981,133,265,363,122,490,343,715.6418457,58,291
204150,-67.875,45.53616467,122,957,144,265,365,122,479,326,721.6808472,57,291
204153,-67.75,45.53616467,124,946,151,266,368,122,487,320,730.6366577,57,291
204154,-67.70833334,45.53616467,126,937,153,266,368,123,487,316,735.0110474,57,291
204156,-67.625,45.53616467,131,911,163,266,371,125,491,303,746.4576416,56,290
204157,-67.58333334,45.53616467,127,908,165,266,372,127,506,303,748.637085,56,290
204158,-67.54166667,45.53616467,130,898,167,266,372,122,498,295,751.8363647,56,290
204159,-67.5,45.53616467,130,877,166,267,371,123,490,286,750.8783569,57,287
204160,-67.45833334,45.53616467,129,875,167,267,371,124,493,286,752.5930176,57,287
204269,-62.91666667,45.53616467,55,786,78,271,333,127,473,389,635.5773926,66,249
204294,-61.875,45.53616467,59,639,97,276,338,125,479,332,652.8570557,67,240
204793,-78.45833334,45.49449801,119,1284,78,265,344,135,442,321,636.0618896,60,302
204856,-75.83333334,45.49449801,132,1143,166,272,362,129,415,277,640.0786133,65,314
204874,-75.08333334,45.49449801,150,1033,197,273,367,130,422,243,679.3200073,63,311
204875,-75.04166667,45.49449801,151,1030,198,273,367,130,422,242,682.2355347,63,311
204880,-74.83333334,45.49449801,153,1014,207,273,368,129,420,238,684.0830688,63,310
204923,-73.04166667,45.49449801,127,921,230,274,372,120,463,232,712.9552612,62,305
204939,-72.375,45.49449801,75,1017,165,270,363,122,520,287,687.762146,61,303
204945,-72.125,45.49449801,66,1061,141,268,359,121,528,302,679.1257324,61,302
204954,-71.75,45.49449801,52,1148,104,265,353,122,535,324,667.3690186,60,300
204958,-71.58333334,45.49449801,76,1124,122,266,358,119,501,299,679.1409302,59,303
204961,-71.45833334,45.49449801,52,1203,88,263,351,122,528,339,661.8016357,59,300
204966,-71.25,45.49449801,53,1241,81,262,350,120,519,350,653.9891968,58,300
204967,-71.20833334,45.49449801,47,1266,74,261,348,120,525,365,648.3032227,58,300
204968,-71.16666667,45.49449801,46,1273,73,261,348,127,525,367,648.5305176,58,300
204970,-71.08333334,45.49449801,31,1327,60,259,343,121,541,399,636.904541,58,298
204973,-70.95833334,45.49449801,36,1331,62,259,345,123,531,397,636.6818237,58,300
204976,-70.83333334,45.49449801,37,1343,63,259,346,122,529,400,636.6818237,58,301
204977,-70.79166667,45.49449801,25,1380,54,258,342,122,544,426,627.6740112,58,300
204978,-70.75,45.49449801,42,1321,54,257,344,130,522,413,653.2540283,56,299
204979,-70.70833334,45.49449801,19,1370,48,255,342,134,577,452,647.1220703,55,300
204980,-70.66666667,45.49449801,13,1397,44,254,340,113,582,449,639.2838135,55,300
204983,-70.54166667,45.49449801,15,1363,55,258,341,119,559,432,622.3845215,58,300
204987,-70.375,45.49449801,0,1371,54,259,338,122,609,473,609.1860352,60,298
204989,-70.29166667,45.49449801,97,1246,79,260,351,119,465,332,664.4682617,57,298
204991,-70.20833334,45.49449801,50,1316,63,259,345,122,511,382,636.8408813,58,298
204994,-70.08333334,45.49449801,1,1369,52,259,338,117,567,449,611.8935547,60,297
204996,-70,45.49449801,21,1368,56,260,342,125,537,407,621.1951904,59,297
204997,-69.95833334,45.49449801,60,1293,71,261,347,123,498,349,641.600708,59,298
205000,-69.83333334,45.49449801,109,1198,87,262,354,119,455,281,675.65802,57,296
205001,-69.79166667,45.49449801,96,1220,80,261,352,121,470,302,666.678894,57,295
205002,-69.75,45.49449801,33,1371,51,258,342,127,529,426,621.0551758,59,295
205004,-69.66666667,45.49449801,82,1253,73,260,352,119,489,344,662.6970215,57,294
205005,-69.625,45.49449801,94,1220,80,261,354,120,480,329,673.0154419,57,295
205007,-69.54166667,45.49449801,77,1306,67,259,350,117,491,368,651.9899902,57,297
205008,-69.5,45.49449801,78,1271,73,260,352,120,493,369,659.1240845,57,296
205010,-69.41666667,45.49449801,58,1364,56,258,346,121,519,464,635.1463623,57,297
205011,-69.375,45.49449801,66,1306,67,259,350,125,512,463,649.3233643,57,298
205013,-69.29166667,45.49449801,74,1227,82,261,355,124,514,429,670.3071289,57,297
205015,-69.20833334,45.49449801,77,1199,89,262,357,124,508,408,678.8504639,57,297
205017,-69.125,45.49449801,54,1278,72,260,351,128,525,442,659.571106,57,298
205021,-68.95833334,45.49449801,112,1072,118,264,362,123,478,324,707.5230713,57,295
205022,-68.91666667,45.49449801,116,1050,124,264,363,121,476,316,711.8596802,57,295
205023,-68.875,45.49449801,112,1058,122,264,362,121,478,317,710.2099609,57,295
205024,-68.83333334,45.49449801,109,1064,121,264,362,123,479,318,705.1717529,57,295
205025,-68.79166667,45.49449801,111,1059,123,264,362,118,478,316,708.3198242,57,295
205027,-68.70833334,45.49449801,114,1046,126,265,362,121,476,312,707.6097412,57,295
205031,-68.54166667,45.49449801,130,985,143,265,365,123,469,302,725.4726563,57,294
205033,-68.45833334,45.49449801,127,978,143,265,365,120,472,309,727.4381104,57,293
205035,-68.375,45.49449801,127,960,146,265,366,119,473,310,729.8752441,57,292
205037,-68.29166667,45.49449801,120,972,142,265,365,119,476,325,724.0602417,57,292
205040,-68.16666667,45.49449801,113,968,143,265,364,122,483,332,722.3654175,57,292
205041,-68.125,45.49449801,113,964,143,265,364,122,483,332,721.3951416,58,292
205042,-68.08333334,45.49449801,106,976,136,265,363,123,489,341,715.8378296,58,292
205043,-68.04166667,45.49449801,97,991,128,265,362,124,498,348,709.0811157,58,291
205045,-67.95833334,45.49449801,105,988,132,265,363,123,492,347,711.9871826,58,292
205050,-67.75,45.49449801,124,957,144,265,365,124,483,330,723.576416,57,291
205051,-67.70833334,45.49449801,132,946,153,266,368,123,484,325,735.4613037,57,292
205052,-67.66666667,45.49449801,133,919,157,266,369,122,479,311,737.1702271,57,290
205053,-67.625,45.49449801,133,898,161,267,369,123,479,299,740.8235474,57,289
205054,-67.58333334,45.49449801,135,893,165,267,370,124,485,298,748.3990479,57,289
205055,-67.54166667,45.49449801,133,875,166,267,370,123,486,292,750.6018677,57,287
205056,-67.5,45.49449801,131,858,167,267,370,123,486,287,749.8646851,57,286
205086,-66.25,45.49449801,40,800,83,274,334,127,481,376,618.8175049,68,255
205199,-61.54166667,45.49449801,28,662,76,275,331,126,512,383,616.3528442,69,236
205677,-79.00000001,45.45283134,135,1176,99,267,350,136,437,330,652.1895142,61,299
205687,-78.58333334,45.45283134,118,1268,80,265,345,137,444,329,634.0842285,61,301
205692,-78.37500001,45.45283134,130,1245,86,266,347,134,432,303,643.1421509,60,301
205768,-75.20833334,45.45283134,155,1024,200,273,368,130,418,239,683.7155151,63,310
205769,-75.16666667,45.45283134,158,1017,206,273,368,130,416,235,686.6373901,63,311
205791,-74.25000001,45.45283134,160,963,216,273,369,127,419,225,699.7015991,62,306
205834,-72.45833334,45.45283134,76,999,171,271,363,122,522,283,691.1621094,61,303
205844,-72.04166667,45.45283134,65,1069,135,268,359,121,525,301,679.7925415,60,302
205848,-71.875,45.45283134,72,1078,134,267,359,118,513,294,684.0125732,60,302
205849,-71.83333334,45.45283134,70,1088,129,267,358,121,515,299,682.2167358,60,302
205856,-71.54166667,45.45283134,71,1140,112,265,357,122,507,304,677.0574951,59,302
205858,-71.45833334,45.45283134,59,1184,94,263,353,124,519,325,665.975708,59,300
205860,-71.375,45.45283134,51,1225,81,262,349,121,527,346,659.0755615,58,299
205869,-71,45.45283134,25,1356,53,258,341,126,544,415,629.5934448,58,297
205870,-70.95833334,45.45283134,31,1348,57,258,343,123,538,408,632.6796875,58,298
205871,-70.91666667,45.45283134,38,1335,62,259,345,122,526,397,638.1849365,58,300
205872,-70.875,45.45283134,49,1314,69,260,348,121,515,383,643.6766357,58,302
205873,-70.83333334,45.45283134,49,1321,69,260,348,121,515,386,641.0443115,58,302
205874,-70.79166667,45.45283134,82,1258,68,259,348,123,481,351,664.6530151,56,298
205875,-70.75,45.45283134,91,1275,65,259,348,120,468,355,662.3861694,56,299
205876,-70.70833334,45.45283134,55,1331,53,256,344,121,499,398,650.6947632,56,298
205878,-70.625,45.45283134,0,1402,39,255,335,124,661,515,623.0202637,57,295
205880,-70.54166667,45.45283134,0,1473,38,256,331,122,640,524,589.9520874,59,297
205882,-70.45833334,45.45283134,0,1504,37,255,330,134,729,556,589.7705078,59,298
205883,-70.41666667,45.45283134,0,1474,37,255,331,115,629,521,596.2410278,59,296
205884,-70.375,45.45283134,30,1381,50,258,338,119,517,432,616.6195679,59,297
205886,-70.29166667,45.45283134,93,1259,72,260,348,119,462,347,652.781311,58,296
205889,-70.16666667,45.45283134,0,1394,42,256,335,133,641,494,612.5150146,58,293
205890,-70.125,45.45283134,0,1429,35,255,331,126,698,581,605.7370605,58,291
205891,-70.08333334,45.45283134,11,1376,43,257,335,123,561,467,615.3426514,59,292
205892,-70.04166667,45.45283134,51,1305,62,261,343,125,501,371,631.5802002,59,295
205893,-70,45.45283134,59,1288,68,261,347,123,497,355,642.6759033,59,296
205894,-69.95833334,45.45283134,93,1238,79,262,350,122,465,313,657.3696289,58,296
205895,-69.91666667,45.45283134,110,1193,87,262,353,122,452,283,671.7119141,58,295
205898,-69.79166667,45.45283134,97,1223,80,261,352,121,470,307,667.541748,57,295
205899,-69.75,45.45283134,63,1302,65,260,347,129,498,368,640.5202026,58,295
205900,-69.70833334,45.45283134,41,1379,50,257,342,123,521,427,624.7608032,58,294
205901,-69.66666667,45.45283134,68,1329,59,259,347,123,500,392,645.4863281,57,295
205902,-69.625,45.45283134,91,1234,77,260,353,120,486,346,669.831604,57,294
205906,-69.45833334,45.45283134,72,1297,69,260,351,123,504,409,656.1789551,57,297
205907,-69.41666667,45.45283134,72,1282,71,260,352,123,506,429,657.291687,57,297
205908,-69.375,45.45283134,72,1264,75,260,353,119,508,441,663.3270874,57,297
205909,-69.33333334,45.45283134,66,1283,68,259,351,112,516,455,655.0643311,57,297
205910,-69.29166667,45.45283134,61,1316,60,258,349,123,514,465,647.0552979,57,296
205911,-69.25,45.45283134,73,1244,73,260,352,123,505,420,662.4282837,57,295
205912,-69.20833334,45.45283134,99,1131,102,262,360,113,490,360,696.4664917,57,295
205913,-69.16666667,45.45283134,103,1095,110,263,362,121,488,349,702.5654907,57,295
205914,-69.125,45.45283134,97,1112,107,263,360,119,489,352,694.5236816,57,295
205915,-69.08333334,45.45283134,93,1152,100,263,359,129,491,361,688.4692993,57,296
205918,-68.95833334,45.45283134,112,1072,117,264,362,120,477,326,707.7210693,57,295
205920,-68.875,45.45283134,116,1046,124,264,363,119,476,316,712.5307617,57,294
205921,-68.83333334,45.45283134,113,1054,123,264,362,122,477,319,711.352417,57,294
205923,-68.75,45.45283134,114,1041,126,264,362,123,476,315,714.2770386,57,294
205924,-68.70833334,45.45283134,110,1068,120,264,361,124,477,324,704.1877441,57,295
205925,-68.66666667,45.45283134,123,1023,131,265,364,121,472,310,719.3393555,57,294
205926,-68.625,45.45283134,129,1005,135,265,364,123,470,306,723.2232056,57,293
205927,-68.58333334,45.45283134,131,988,140,265,365,120,469,303,728.5454102,56,293
205930,-68.45833334,45.45283134,129,962,145,265,366,121,471,306,732.9806519,57,292
205931,-68.41666667,45.45283134,126,969,142,265,365,119,472,314,727.6422729,57,292
205932,-68.375,45.45283134,121,975,141,265,364,120,475,321,724.5032959,57,292
205933,-68.33333334,45.45283134,122,966,142,265,365,120,477,322,726.4365845,57,292
205934,-68.29166667,45.45283134,118,965,142,265,365,121,479,327,723.7769775,57,292
205935,-68.25,45.45283134,113,967,143,265,364,121,483,331,722.5648193,57,292
205937,-68.16666667,45.45283134,110,967,142,265,364,122,484,335,720.8643799,58,292
205938,-68.125,45.45283134,107,967,141,265,364,118,489,337,720.6211548,58,292
205941,-68,45.45283134,104,993,129,265,362,121,491,349,711.2127075,58,291
205943,-67.91666667,45.45283134,111,976,137,265,363,122,486,343,716.2758179,58,291
205945,-67.83333334,45.45283134,120,957,141,266,363,123,476,335,719.1599121,58,290
205947,-67.75,45.45283134,120,971,138,265,363,123,482,347,715.0615845,58,291
205948,-67.70833334,45.45283134,128,959,145,265,366,126,483,342,723.534729,57,291
205949,-67.66666667,45.45283134,138,925,156,266,369,122,476,324,737.6213379,57,290
205950,-67.625,45.45283134,134,895,160,267,368,122,474,305,740.0517578,57,288
205952,-67.54166667,45.45283134,139,868,165,267,369,122,473,299,748.3528442,57,286
205953,-67.5,45.45283134,138,851,167,268,369,123,474,295,751.7714844,57,285
206092,-61.70833334,45.45283134,33,677,74,274,331,123,510,389,624.5571899,68,236
206582,-78.66666667,45.41116467,119,1247,83,265,346,134,444,333,639.7103882,61,300
206665,-75.20833334,45.41116467,159,1008,207,273,369,130,416,232,688.6555176,63,310
206667,-75.12500001,45.41116467,162,1001,211,273,369,130,414,231,691.0512695,63,310
206690,-74.16666667,45.41116467,157,954,210,273,368,127,424,222,703.5814819,62,304
206718,-73,45.41116467,124,900,233,274,372,123,469,224,717.8765259,62,303
206724,-72.75,45.41116467,101,931,213,273,369,122,494,245,709.2053833,62,303
206731,-72.45833334,45.41116467,76,995,170,271,363,123,526,282,692.3588867,61,302
206736,-72.25,45.41116467,48,1068,125,267,355,123,559,325,674.7131958,61,299
206737,-72.20833334,45.41116467,48,1075,123,267,355,121,558,326,675.708313,61,299
206738,-72.16666667,45.41116467,57,1062,132,268,357,123,543,312,679.4602051,61,300
206739,-72.125,45.41116467,69,1049,143,268,360,123,526,296,685.9761963,61,301
206750,-71.66666667,45.41116467,78,1096,126,266,359,119,501,290,685.6972046,59,302
206759,-71.29166667,45.41116467,42,1263,69,260,346,124,534,366,653.4064331,58,297
206765,-71.04166667,45.41116467,32,1337,56,258,342,123,537,405,637.4812622,57,297
206767,-70.95833334,45.41116467,34,1348,56,258,343,122,533,408,634.8261719,58,298
206768,-70.91666667,45.41116467,38,1340,59,258,344,121,526,400,637.2603149,58,299
206769,-70.875,45.41116467,51,1313,69,260,348,118,511,381,646.5407715,58,301
206770,-70.83333334,45.41116467,83,1258,66,259,348,123,474,351,664.6148682,56,296
206771,-70.79166667,45.41116467,63,1247,70,260,349,127,496,356,667.0944214,57,297
206772,-70.75,45.41116467,88,1246,71,260,349,122,468,347,666.6471558,57,298
206773,-70.70833334,45.41116467,83,1272,66,259,348,118,473,360,661.0224609,56,299
206774,-70.66666667,45.41116467,33,1320,47,257,338,125,521,423,631.7434082,58,293
206775,-70.625,45.41116467,0,1414,33,255,327,130,671,584,589.7907104,60,289
206777,-70.54166667,45.41116467,0,1477,31,256,323,138,654,592,561.862793,62,290
206778,-70.5,45.41116467,0,1464,34,256,326,121,608,554,573.7017822,61,292
206780,-70.41666667,45.41116467,12,1410,44,256,335,128,533,461,614.6368408,58,296
206781,-70.375,45.41116467,41,1359,52,258,339,121,508,416,622.0370483,59,295
206782,-70.33333334,45.41116467,35,1311,57,259,340,120,519,413,629.3800049,59,294
206783,-70.29166667,45.41116467,84,1273,65,260,345,114,467,359,644.2055054,58,294
206784,-70.25,45.41116467,17,1331,51,258,338,122,543,441,624.8631592,59,293
206785,-70.20833334,45.41116467,25,1334,51,259,338,131,530,434,622.4034424,59,293
206786,-70.16666667,45.41116467,57,1296,57,259,341,127,493,392,632.9841919,59,292
206787,-70.125,45.41116467,59,1269,60,260,342,125,491,380,638.1921387,59,292
206788,-70.08333334,45.41116467,74,1249,66,261,344,124,478,356,645.4447021,59,293
206790,-70,45.41116467,104,1207,81,262,351,122,455,314,665.1018066,58,294
206791,-69.95833334,45.41116467,112,1187,86,262,353,123,451,293,670.0462646,58,294
206792,-69.91666667,45.41116467,127,1159,92,262,355,121,438,269,682.286377,57,294
206793,-69.875,45.41116467,119,1176,90,262,355,122,447,276,680.5356445,57,294
206794,-69.83333334,45.41116467,103,1215,82,261,353,125,463,302,668.1772461,57,295
206795,-69.79166667,45.41116467,83,1256,74,261,350,124,481,339,655.1387329,58,295
206797,-69.70833334,45.41116467,75,1285,68,260,349,125,497,387,652.5560303,57,295
206800,-69.58333334,45.41116467,75,1297,66,259,350,126,501,407,654.1185913,57,295
206801,-69.54166667,45.41116467,75,1285,69,259,351,119,503,409,658.1383057,57,296
206802,-69.5,45.41116467,89,1217,82,261,355,120,495,385,676.3076782,57,295
206804,-69.41666667,45.41116467,101,1137,100,262,360,126,491,367,695.9697876,57,295
206806,-69.33333334,45.41116467,66,1291,62,258,349,121,508,458,653.4534912,57,294
206807,-69.29166667,45.41116467,75,1234,78,260,354,120,501,421,668.2164917,57,296
206811,-69.125,45.41116467,111,1048,122,264,364,119,483,326,716.0227051,56,294
206812,-69.08333334,45.41116467,112,1043,123,264,364,120,483,325,717.7897949,57,294
206813,-69.04166667,45.41116467,118,1029,127,264,365,120,480,320,719.4406738,56,294
206814,-69,45.41116467,117,1034,126,264,365,117,479,319,718.2618408,56,294
206815,-68.95833334,45.41116467,116,1051,122,264,363,117,478,323,714.3786011,57,294
206817,-68.875,45.41116467,114,1058,121,264,362,120,477,323,711.7872925,57,294
206820,-68.75,45.41116467,123,1023,129,264,364,121,473,311,721.9138184,56,293
206822,-68.66666667,45.41116467,131,1001,135,264,365,121,471,306,728.1801147,56,293
206824,-68.58333334,45.41116467,133,986,138,265,365,121,471,306,731.8495483,56,292
206826,-68.5,45.41116467,133,964,143,265,366,121,471,305,735.0454102,56,292
206828,-68.41666667,45.41116467,118,994,134,265,363,126,477,327,717.6815186,57,292
206834,-68.16666667,45.41116467,109,970,140,265,364,123,486,338,722.7636719,57,291
206835,-68.125,45.41116467,102,979,134,265,363,123,491,346,715.2554321,58,291
206837,-68.04166667,45.41116467,84,1012,118,265,359,122,503,362,695.4844971,59,291
206838,-68,45.41116467,100,999,126,265,361,121,492,354,704.8970337,58,291
206840,-67.91666667,45.41116467,114,973,135,265,362,122,480,343,712.8184814,58,290
206842,-67.83333334,45.41116467,117,970,137,265,362,122,478,344,714.5252075,58,290
206845,-67.70833334,45.41116467,140,938,151,266,367,123,466,335,732.4702148,57,290
206847,-67.625,45.41116467,142,887,160,267,368,122,463,313,741.6948242,57,287
206849,-67.54166667,45.41116467,145,860,165,267,369,124,466,309,748.069519,57,286
206851,-67.45833334,45.41116467,149,850,170,268,370,123,466,303,753.2214966,57,286
206900,-65.41666667,45.41116467,70,783,84,270,339,125,472,379,660.9494629,65,253
206915,-64.79166667,45.41116467,122,710,119,272,349,127,435,316,692.8503418,63,254
206926,-64.33333334,45.41116467,101,719,108,272,344,123,441,333,675.4700317,65,251
206927,-64.29166667,45.41116467,95,735,103,272,344,125,446,347,668.6745605,65,251
206973,-62.375,45.41116467,40,749,68,272,329,127,498,408,626.5518799,67,240
207553,-75.58333334,45.36949801,168,1007,211,274,370,130,406,231,686.9425049,63,310
207554,-75.54166667,45.36949801,169,1005,211,274,370,130,406,229,690.4019165,63,310
207555,-75.50000001,45.36949801,168,1004,211,274,370,131,408,229,690.9377441,63,310
207556,-75.45833334,45.36949801,169,1003,211,274,370,131,408,230,691.4731445,63,310
207560,-75.29166667,45.36949801,164,1000,209,273,369,130,413,231,692.2754517,63,309
207630,-72.375,45.36949801,70,1006,160,270,362,121,533,289,691.3356934,61,301
207633,-72.25,45.36949801,57,1045,137,268,358,114,547,309,681.6286621,61,299
207635,-72.16666667,45.36949801,61,1050,137,268,358,122,539,304,683.3844604,60,300
207639,-72,45.36949801,71,1055,140,268,360,121,519,290,688.1276245,60,301
207641,-71.91666667,45.36949801,76,1058,140,268,361,123,509,285,690.1149902,60,302
207643,-71.83333334,45.36949801,80,1064,139,267,361,118,503,282,692.3439941,60,302
207654,-71.375,45.36949801,50,1232,75,261,348,118,530,350,660.9153442,58,297
207655,-71.33333334,45.36949801,47,1245,72,261,347,119,530,355,658.0394287,58,297
207657,-71.25,45.36949801,47,1263,70,260,347,120,526,362,655.3870239,58,297
207658,-71.20833334,45.36949801,57,1245,78,261,350,119,511,348,661.3713379,58,299
207659,-71.16666667,45.36949801,50,1272,70,260,347,122,518,363,655.1612549,58,298
207660,-71.125,45.36949801,41,1306,61,259,344,123,528,386,645.6235962,57,297
207661,-71.08333334,45.36949801,45,1299,65,259,346,123,520,379,649.3983154,57,298
207662,-71.04166667,45.36949801,35,1333,56,258,343,129,531,399,639.8565063,57,297
207664,-70.95833334,45.36949801,30,1377,40,256,332,119,526,410,620.4441528,58,291
207665,-70.91666667,45.36949801,41,1338,59,258,344,123,521,399,639.1951294,57,299
207667,-70.83333334,45.36949801,69,1282,60,258,345,121,489,361,655.3460693,56,294
207668,-70.79166667,45.36949801,85,1265,64,259,347,119,472,355,661.4259644,56,296
207669,-70.75,45.36949801,100,1266,66,259,348,118,455,345,660.9828491,57,298
207670,-70.70833334,45.36949801,90,1268,60,259,343,120,458,353,650.5146484,57,294
207671,-70.66666667,45.36949801,16,1319,51,258,338,134,581,478,620.9873657,59,293
207672,-70.625,45.36949801,0,1396,36,257,327,130,637,571,579.2155762,62,289
207676,-70.45833334,45.36949801,7,1365,45,258,333,123,533,451,603.871521,60,292
207677,-70.41666667,45.36949801,51,1330,51,258,337,118,485,394,622.3348999,59,293
207679,-70.33333334,45.36949801,51,1291,58,260,340,122,490,391,630.0749512,59,293
207681,-70.25,45.36949801,65,1261,63,261,342,124,480,377,637.7435303,59,292
207683,-70.16666667,45.36949801,91,1227,71,261,346,123,460,346,650.5083008,59,293
207685,-70.08333334,45.36949801,101,1193,79,262,349,121,454,325,663.4277344,58,293
207686,-70.04166667,45.36949801,109,1186,81,262,350,120,449,316,666.199707,58,293
207687,-70,45.36949801,118,1161,87,262,353,123,445,299,675.8778687,58,292
207688,-69.95833334,45.36949801,128,1147,92,262,355,119,436,281,683.3963013,57,293
207690,-69.875,45.36949801,116,1172,88,262,355,121,455,291,682.328064,57,293
207691,-69.83333334,45.36949801,95,1205,80,261,352,125,473,326,667.6742554,57,293
207692,-69.79166667,45.36949801,79,1246,70,260,349,118,488,366,660.3046265,57,292
207693,-69.75,45.36949801,70,1277,65,260,348,124,498,396,654.9707031,57,293
207696,-69.625,45.36949801,87,1238,77,260,353,122,495,398,668.8497925,57,294
207697,-69.58333334,45.36949801,84,1261,73,260,352,123,502,417,665.036438,57,295
